id,timeInS,studentPlace,distortion,
206,210,12R,breathing,
207,210,13R,breathing,
208,210,14L,breathing,
209,210,14R,breathing,
210,210,15R,breathing,
211,220,1L,breathing,
212,220,1R,breathing,
213,220,5L,breathing,
214,220,7R,breathing,
215,220,11L,breathing,
216,220,12R,breathing,
217,220,13R,breathing,
218,220,14L,breathing,
219,220,14R,breathing,
220,220,15R,breathing,
221,230,1L,breathing,
222,230,1R,breathing,
223,230,5L,breathing,
224,230,7R,breathing,
225,230,11L,breathing,
226,230,12R,breathing,
227,230,13R,breathing,
228,230,14L,breathing,
229,230,14R,breathing,
230,230,15R,breathing,
231,240,1L,breathing,
232,240,1R,breathing,
233,240,5L,breathing,
234,240,7R,breathing,
235,240,11L,breathing,
236,240,12R,breathing,
237,240,13R,breathing,
238,240,14L,breathing,
239,240,14R,breathing,
240,240,15R,breathing,
241,250,1L,breathing,
242,250,1R,breathing,
243,250,5L,breathing,
244,250,7R,breathing,
245,250,11L,breathing,
246,250,12R,breathing,
247,250,13R,breathing,
248,250,14L,breathing,
249,250,14R,breathing,
250,250,15R,breathing,
251,260,1L,breathing,
252,260,1R,breathing,
253,260,5L,breathing,
254,260,7R,breathing,
255,260,11L,breathing,
256,260,12R,breathing,
257,260,13R,breathing,
258,260,14L,breathing,
259,260,14R,breathing,
260,260,15R,breathing,
261,270,1L,breathing,
262,270,1R,breathing,
263,270,5L,breathing,
264,270,7R,breathing,
265,270,11L,breathing,
266,270,12R,breathing,
267,270,13R,breathing,
268,270,14L,breathing,
269,270,14R,breathing,
270,270,15R,breathing,
271,280,1L,breathing,
272,280,1R,breathing,
273,280,5L,breathing,
274,280,7R,breathing,
275,280,11L,breathing,
276,280,12R,breathing,
277,280,13R,breathing,
278,280,14L,breathing,
279,280,14R,breathing,
280,280,15R,breathing,
281,290,1L,breathing,
282,290,1R,breathing,
283,290,5L,breathing,
284,290,7R,breathing,
285,290,11L,breathing,
286,290,12R,breathing,
287,290,13R,breathing,
288,290,14L,breathing,
289,290,14R,breathing,
290,290,15R,breathing,
291,300,1L,breathing,
292,300,1R,breathing,
293,300,5L,breathing,
294,300,7R,breathing,
295,300,11L,breathing,
296,300,12R,breathing,
297,300,13R,breathing,
298,300,14L,breathing,
299,300,14R,breathing,
300,300,15R,breathing,
301,310,1L,breathing,
302,310,1R,breathing,
303,310,5L,breathing,
304,310,7R,breathing,
305,310,11L,breathing,
306,310,12R,breathing,
307,310,13R,breathing,
308,310,14L,breathing,
309,310,14R,breathing,
310,310,15R,breathing,
311,320,1L,writing,
312,320,1R,writing,
313,320,5L,writing,
314,320,7R,writing,
315,320,11L,writing,
316,320,12R,writing,
317,320,13R,writing,
318,320,14L,writing,
319,320,14R,writing,
320,320,15R,writing,
321,330,1L,writing,
322,330,1R,writing,
323,330,5L,writing,
324,330,7R,writing,
325,330,11L,writing,
326,330,12R,writing,
327,330,13R,writing,
328,330,14L,chatting,
329,330,14R,chatting,
330,330,15R,writing,
331,340,1L,writing,
332,340,1R,writing,
333,340,5L,writing,
334,340,7R,writing,
335,340,11L,writing,
336,340,12R,writing,
337,340,13R,writing,
338,340,14L,writing,
339,340,14R,writing,
340,340,15R,writing,
341,350,1L,writing,
342,350,1R,writing,
343,350,5L,writing,
344,350,7R,writing,
345,350,11L,writing,
346,350,12R,writing,
347,350,13R,writing,
348,350,14L,writing,
349,350,14R,writing,
350,350,15R,writing,
351,360,1L,writing,
352,360,1R,writing,
353,360,5L,writing,
354,360,7R,letargic,
355,360,11L,writing,
356,360,12R,writing,
357,360,13R,writing,
358,360,14L,writing,
359,360,14R,writing,
360,360,15R,writing,
361,370,1L,writing,
362,370,1R,writing,
363,370,5L,writing,
364,370,7R,writing,
365,370,11L,writing,
366,370,12R,writing,
367,370,13R,writing,
368,370,14L,writing,
369,370,14R,writing,
370,370,15R,writing,
371,380,1L,writing,
372,380,1R,writing,
373,380,5L,writing,
374,380,7R,writing,
375,380,11L,writing,
376,380,12R,writing,
377,380,13R,writing,
378,380,14L,writing,
379,380,14R,writing,
380,380,15R,writing,
381,390,1L,writing,
382,390,1R,writing,
383,390,5L,writing,
384,390,7R,writing,
385,390,11L,writing,
386,390,12R,writing,
387,390,13R,writing,
388,390,14L,writing,
389,390,14R,writing,
390,390,15R,writing,
391,400,1L,writing,
392,400,1R,writing,
393,400,5L,letargic,
394,400,7R,writing,
395,400,11L,writing,
396,400,12R,writing,
397,400,13R,writing,
398,400,14L,writing,
399,400,14R,writing,
400,400,15R,writing,
401,410,1L,writing,
402,410,1R,playing,
403,410,5L,writing,
404,410,7R,writing,
405,410,11L,writing,
406,410,12R,writing,
407,410,13R,writing,
408,410,14L,writing,
409,410,14R,writing,
410,410,15R,writing,
411,420,1L,writing,
412,420,1R,writing,
413,420,5L,writing,
414,420,7R,writing,
415,420,11L,writing,
416,420,12R,writing,
417,420,13R,writing,
418,420,14L,chatting,
419,420,14R,chatting,
420,420,15R,writing,
421,430,1L,writing,
422,430,1R,writing,
423,430,5L,eat,
424,430,7R,writing,
425,430,11L,writing,
426,430,12R,writing,
427,430,13R,writing,
428,430,14L,writing,
429,430,14R,writing,
430,430,15R,writing,
431,440,1L,chatting,
432,440,1R,chatting,
433,440,5L,writing,
434,440,7R,writing,
435,440,11L,writing,
436,440,12R,writing,
437,440,13R,writing,
438,440,14L,writing,
439,440,14R,writing,
440,440,15R,writing,
441,450,1L,writing,
442,450,1R,writing,
443,450,5L,writing,
444,450,7R,letargic,
445,450,11L,writing,
446,450,12R,writing,
447,450,13R,writing,
448,450,14L,writing,
449,450,14R,writing,
450,450,15R,writing,
451,460,1L,writing,
452,460,1R,writing,
453,460,5L,writing,
454,460,7R,writing,
455,460,11L,letargic,
456,460,12R,writing,
457,460,13R,writing,
458,460,14L,writing,
459,460,14R,writing,
460,460,15R,writing,
461,470,1L,writing,
462,470,1R,writing,
463,470,5L,writing,
464,470,7R,writing,
465,470,11L,writing,
466,470,12R,letargic,
467,470,13R,writing,
468,470,14L,hit,
469,470,14R,hit,
470,470,15R,writing,
471,480,1L,writing,
472,480,1R,writing,
473,480,5L,writing,
474,480,7R,writing,
475,480,11L,writing,
476,480,12R,writing,
477,480,13R,throw,
478,480,14L,writing,
479,480,14R,writing,
480,480,15R,writing,
481,490,1L,writing,
482,490,1R,writing,
483,490,5L,writing,
484,490,7R,writing,
485,490,11L,writing,
486,490,12R,writing,
487,490,13R,writing,
488,490,14L,writing,
489,490,14R,writing,
490,490,15R,writing,
491,500,1L,breathing,
492,500,1R,breathing,
493,500,5L,breathing,
494,500,7R,breathing,
495,500,11L,breathing,
496,500,12R,breathing,
497,500,13R,breathing,
498,500,14L,breathing,
499,500,14R,breathing,
500,500,15R,breathing,
501,510,1L,breathing,
502,510,1R,breathing,
503,510,5L,breathing,
504,510,7R,breathing,
505,510,11L,breathing,
506,510,12R,breathing,
507,510,13R,breathing,
508,510,14L,breathing,
509,510,14R,breathing,
510,510,15R,breathing,
511,520,1L,breathing,
512,520,1R,breathing,
513,520,5L,breathing,
514,520,7R,breathing,
515,520,11L,breathing,
516,520,12R,breathing,
517,520,13R,breathing,
518,520,14L,chatting,
519,520,14R,chatting,
520,520,15R,breathing,
521,530,1L,breathing,
522,530,1R,breathing,
523,530,5L,breathing,
524,530,7R,breathing,
525,530,11L,breathing,
526,530,12R,breathing,
527,530,13R,breathing,
528,530,14L,breathing,
529,530,14R,breathing,
530,530,15R,breathing,
531,540,1L,breathing,
532,540,1R,breathing,
533,540,5L,breathing,
534,540,7R,breathing,
535,540,11L,breathing,
536,540,12R,breathing,
537,540,13R,breathing,
538,540,14L,breathing,
539,540,14R,breathing,
540,540,15R,breathing,
541,550,1L,breathing,
542,550,1R,breathing,
543,550,5L,breathing,
544,550,7R,letargic,
545,550,11L,breathing,
546,550,12R,breathing,
547,550,13R,breathing,
548,550,14L,breathing,
549,550,14R,breathing,
550,550,15R,breathing,
551,560,1L,breathing,
552,560,1R,breathing,
553,560,5L,breathing,
554,560,7R,breathing,
555,560,11L,breathing,
556,560,12R,breathing,
557,560,13R,breathing,
558,560,14L,breathing,
559,560,14R,breathing,
560,560,15R,breathing,
561,570,1L,breathing,
562,570,1R,breathing,
563,570,5L,breathing,
564,570,7R,breathing,
565,570,11L,breathing,
566,570,12R,breathing,
567,570,13R,breathing,
568,570,14L,breathing,
569,570,14R,breathing,
570,570,15R,breathing,
571,580,1L,breathing,
572,580,1R,breathing,
573,580,5L,breathing,
574,580,7R,breathing,
575,580,11L,breathing,
576,580,12R,breathing,
577,580,13R,breathing,
578,580,14L,breathing,
579,580,14R,breathing,
580,580,15R,breathing,
581,590,1L,breathing,
582,590,1R,breathing,
583,590,5L,letargic,
584,590,7R,breathing,
585,590,11L,breathing,
586,590,12R,breathing,
587,590,13R,breathing,
588,590,14L,breathing,
589,590,14R,breathing,
590,590,15R,breathing,
591,600,1L,breathing,
592,600,1R,breathing,
593,600,5L,breathing,
594,600,7R,breathing,
595,600,11L,breathing,
596,600,12R,breathing,
597,600,13R,breathing,
598,600,14L,breathing,
599,600,14R,breathing,
600,600,15R,breathing,
601,610,1L,breathing,
602,610,1R,playing,
603,610,5L,breathing,
604,610,7R,breathing,
605,610,11L,breathing,
606,610,12R,breathing,
607,610,13R,breathing,
608,610,14L,breathing,
609,610,14R,breathing,
610,610,15R,breathing,
611,620,1L,breathing,
612,620,1R,breathing,
613,620,5L,breathing,
614,620,7R,breathing,
615,620,11L,breathing,
616,620,12R,breathing,
617,620,13R,breathing,
618,620,14L,chatting,
619,620,14R,chatting,
620,620,15R,breathing,
621,630,1L,breathing,
622,630,1R,breathing,
623,630,5L,eat,
624,630,7R,breathing,
625,630,11L,breathing,
626,630,12R,breathing,
627,630,13R,breathing,
628,630,14L,breathing,
629,630,14R,breathing,
630,630,15R,breathing,
631,640,1L,chatting,
632,640,1R,chatting,
633,640,5L,breathing,
634,640,7R,breathing,
635,640,11L,breathing,
636,640,12R,breathing,
637,640,13R,breathing,
638,640,14L,breathing,
639,640,14R,breathing,
640,640,15R,breathing,
641,650,1L,breathing,
642,650,1R,breathing,
643,650,5L,breathing,
644,650,7R,letargic,
645,650,11L,breathing,
646,650,12R,breathing,
647,650,13R,breathing,
648,650,14L,breathing,
649,650,14R,breathing,
650,650,15R,breathing,
651,660,1L,breathing,
652,660,1R,breathing,
653,660,5L,breathing,
654,660,7R,breathing,
655,660,11L,letargic,
656,660,12R,breathing,
657,660,13R,breathing,
658,660,14L,breathing,
659,660,14R,breathing,
660,660,15R,breathing,
661,670,1L,breathing,
662,670,1R,breathing,
663,670,5L,breathing,
664,670,7R,breathing,
665,670,11L,breathing,
666,670,12R,letargic,
667,670,13R,breathing,
668,670,14L,hit,
669,670,14R,hit,
670,670,15R,breathing,
671,680,1L,breathing,
672,680,1R,breathing,
673,680,5L,breathing,
674,680,7R,breathing,
675,680,11L,breathing,
676,680,12R,breathing,
677,680,13R,throw,
678,680,14L,breathing,
679,680,14R,breathing,
680,680,15R,breathing,
681,690,1L,breathing,
682,690,1R,breathing,
683,690,5L,breathing,
684,690,7R,breathing,
685,690,11L,breathing,
686,690,12R,breathing,
687,690,13R,breathing,
688,690,14L,breathing,
689,690,14R,breathing,
690,690,15R,breathing,
691,700,1L,breathing,
692,700,1R,breathing,
693,700,5L,breathing,
694,700,7R,breathing,
695,700,11L,breathing,
696,700,12R,breathing,
697,700,13R,breathing,
698,700,14L,breathing,
699,700,14R,breathing,
700,700,15R,breathing,
701,710,1L,breathing,
702,710,1R,breathing,
703,710,5L,breathing,
704,710,7R,breathing,
705,710,11L,breathing,
706,710,12R,breathing,
707,710,13R,breathing,
708,710,14L,breathing,
709,710,14R,breathing,
710,710,15R,breathing,
